RecordingTime,PEC_Measured_Current,PEC_Measured_Power,PEC_Measured_Voltage,Batt_SOC_Calculated,Frm_Temperature_Limit,Batt_Temp_Cell,Batt_Temp_NegPost,Batt_Temp_PosPost,PEC_Accumulated_Current_In,PEC_Accumulated_Current_Out,Week_Counter,Test_Position_Timer,Test_Postn_Tmr_min,TC_Loop1PV,TC_Loop1SP,TC_Loop2PV,TC_Loop2SP,Batt_SOC_Req,PEC_Accumulated_Current_Total,PEC_Accumulated_Power_In,PEC_Accumulated_Power_Out,PEC_Accumulated_Power_Total,LoopCnt1,Batt_Chrg_Capacity_Ah,Batt_Chrg_Capacity_kWh,Batt_Dischrg_Capacity_Ah,Batt_Dischrg_Capacity_kWh,Batt_Throughput_Ah,Batt_Throughput_kWh
s,A,kW,V,%,-,°C,°C,°C,Ah,Ah,-,-,min,°C,°C,-,-,%,Ah,kWh,kWh,kWh,-,Ah,kWh,Ah,kWh,Ah,kWh
Double,Float,Float,Float,Float,Long,Float,Float,Float,Double,Double,Long,Long,Float,Float,Float,Float,Float,Float,Float,Double,Double,Float,Long,Float,Float,Float,Float,Double,Double
867.4,0.192487,0.000725,3.766103,46.66,0,26.63,10000000000.00,29.68,9.879677,-7.373258,1,867570,14.46,25.0,25.0,0.0,-1.0,50.00,2.506419,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252935,0.065179
867.5,0.192487,0.000725,3.766103,46.66,0,26.59,10000000000.00,29.61,9.879683,-7.373258,1,867670,14.46,25.0,25.0,0.0,-1.0,50.00,2.506425,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252941,0.065179
867.6,0.192487,0.000725,3.766265,46.66,0,26.56,10000000000.00,29.62,9.879688,-7.373258,1,867770,14.46,25.0,25.0,0.0,-1.0,50.00,2.506430,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252946,0.065179
867.7,0.190435,0.000717,3.766265,46.66,0,26.62,10000000000.00,29.61,9.879694,-7.373258,1,867870,14.46,25.0,25.0,0.0,-1.0,50.00,2.506435,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252952,0.065179
867.8,0.192487,0.000725,3.766265,46.66,0,26.48,10000000000.00,29.58,9.879699,-7.373258,1,867970,14.47,25.0,25.0,0.0,-1.0,50.00,2.506441,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252957,0.065179
867.9,0.188383,0.000709,3.766103,46.66,0,26.65,10000000000.00,29.65,9.879704,-7.373258,1,868070,14.47,25.0,25.0,0.0,-1.0,50.00,2.506446,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252962,0.065179
868,0.188383,0.000710,3.766265,46.66,0,26.46,10000000000.00,29.52,9.879710,-7.373258,1,868170,14.47,25.0,25.0,0.0,-1.0,50.00,2.506452,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252968,0.065179
868.1,0.188383,0.000709,3.766103,46.66,0,26.68,10000000000.00,29.55,9.879715,-7.373258,1,868270,14.47,25.0,25.0,0.0,-1.0,50.00,2.506457,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252973,0.065179
868.2,-0.950367,-0.003569,3.755433,46.66,0,26.54,10000000000.00,29.47,9.879717,-7.373276,1,868370,14.47,25.0,25.0,0.0,-1.0,50.00,2.506440,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.252993,0.065179
868.3,-0.581043,-0.002184,3.758828,46.66,0,26.67,10000000000.00,29.53,9.879717,-7.373296,1,868470,14.47,25.0,25.0,0.0,-1.0,50.00,2.506421,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.253012,0.065180
868.4,-0.636442,-0.002392,3.758181,46.66,0,26.54,10000000000.00,29.38,9.879717,-7.373313,1,868570,14.48,25.0,25.0,0.0,-1.0,50.00,2.506404,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.253029,0.065180
868.5,-0.634390,-0.002384,3.758181,46.66,0,26.52,10000000000.00,29.40,9.879717,-7.373330,1,868670,14.48,25.0,25.0,0.0,-1.0,50.00,2.506386,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.253047,0.065180
868.6,-0.630286,-0.002369,3.758181,46.66,0,26.65,10000000000.00,29.40,9.879717,-7.373348,1,868770,14.48,25.0,25.0,0.0,-1.0,50.00,2.506369,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.253064,0.065180
868.7,-0.634390,-0.002384,3.758020,46.66,0,26.61,10000000000.00,29.39,9.879717,-7.373365,1,868870,14.48,25.0,25.0,0.0,-1.0,50.00,2.506351,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.253082,0.065180
868.8,-0.634390,-0.002384,3.758020,46.66,0,26.49,10000000000.00,29.47,9.879717,-7.373383,1,868970,14.48,25.0,25.0,0.0,-1.0,50.00,2.506334,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.253099,0.065180
868.9,-0.636442,-0.002392,3.758020,46.66,0,26.64,10000000000.00,29.40,9.879717,-7.373401,1,869070,14.48,25.0,25.0,0.0,-1.0,50.00,2.506316,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.253117,0.065180
869,-0.636442,-0.002392,3.758020,46.66,0,26.58,10000000000.00,29.39,9.879717,-7.373418,1,869170,14.49,25.0,25.0,0.0,-1.0,50.00,2.506299,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.253135,0.065180
869.1,-0.638493,-0.002399,3.758020,46.66,0,26.57,10000000000.00,29.38,9.879717,-7.373436,1,869270,14.49,25.0,25.0,0.0,-1.0,50.00,2.506281,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.253152,0.065180
869.2,-0.638493,-0.002399,3.757858,46.65,0,26.69,10000000000.00,29.33,9.879717,-7.373453,1,869370,14.49,24.9,25.0,0.0,-1.0,50.00,2.506263,0.039546,-0.025634,0.013912,1,5.4209,0.0213,5.3719,0.0198,17.253170,0.065180
869.3,-0.640545,-0.002407,3.757858,46.65,0,26.60,10000000000.00,29.30,9.879717,-7.373471,1,869470,14.49,24.9,25.0,0.0,-1.0,50.00,2.506245,0.039546,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253188,0.065180
869.4,-0.636442,-0.002392,3.757858,46.65,0,26.70,10000000000.00,29.38,9.879717,-7.373489,1,869570,14.49,24.9,25.0,0.0,-1.0,50.00,2.506228,0.039546,-0.025634,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253205,0.065180
869.5,-0.636442,-0.002392,3.757858,46.65,0,26.67,10000000000.00,29.44,9.879717,-7.373507,1,869670,14.49,24.9,25.0,0.0,-1.0,50.00,2.506210,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253223,0.065180
869.6,-0.636442,-0.002392,3.757858,46.65,0,26.65,10000000000.00,29.35,9.879717,-7.373524,1,869770,14.50,24.9,25.0,0.0,-1.0,50.00,2.506192,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253241,0.065180
869.7,-0.638493,-0.002399,3.758020,46.65,0,26.58,10000000000.00,29.41,9.879717,-7.373542,1,869870,14.50,24.9,25.0,0.0,-1.0,50.00,2.506175,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253259,0.065180
869.8,-0.638493,-0.002399,3.757858,46.65,0,26.60,10000000000.00,29.34,9.879717,-7.373560,1,869970,14.50,24.9,25.0,0.0,-1.0,50.00,2.506157,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253276,0.065181
869.9,-0.640545,-0.002407,3.757858,46.65,0,26.62,10000000000.00,29.29,9.879717,-7.373578,1,870070,14.50,24.9,25.0,0.0,-1.0,50.00,2.506139,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253294,0.065181
870,-0.642597,-0.002415,3.758020,46.65,0,26.61,10000000000.00,29.33,9.879717,-7.373596,1,870170,14.50,24.9,25.0,0.0,-1.0,50.00,2.506121,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253312,0.065181
870.1,-0.640545,-0.002407,3.757696,46.65,0,26.67,10000000000.00,29.42,9.879717,-7.373613,1,870270,14.50,24.9,25.0,0.0,-1.0,50.00,2.506103,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253330,0.065181
870.2,-0.892917,-0.003353,3.755433,46.65,0,26.64,10000000000.00,29.31,9.879717,-7.373636,1,870370,14.51,25.0,25.0,0.0,-1.0,50.00,2.506080,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253353,0.065181
870.3,-0.847777,-0.003184,3.755756,46.65,0,26.46,10000000000.00,29.28,9.879717,-7.373660,1,870470,14.51,25.0,25.0,0.0,-1.0,50.00,2.506056,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253377,0.065181
870.4,-0.853933,-0.003207,3.755433,46.65,0,26.66,10000000000.00,29.28,9.879717,-7.373684,1,870570,14.51,25.0,25.0,0.0,-1.0,50.00,2.506033,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253400,0.065181
870.5,-0.858036,-0.003222,3.755595,46.65,0,26.66,10000000000.00,29.27,9.879717,-7.373708,1,870670,14.51,25.0,25.0,0.0,-1.0,50.00,2.506009,0.039546,-0.025635,0.013911,1,5.4209,0.0213,5.3719,0.0198,17.253424,0.065181
870.6,-0.858036,-0.003222,3.755433,46.65,0,26.68,10000000000.00,29.27,9.879717,-7.373732,1,870770,14.51,25.0,25.0,0.0,-1.0,50.00,2.505985,0.039546,-0.025635,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253448,0.065181
870.7,-0.858036,-0.003222,3.755433,46.65,0,26.59,10000000000.00,29.31,9.879717,-7.373755,1,870870,14.51,25.0,25.0,0.0,-1.0,50.00,2.505961,0.039546,-0.025635,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253472,0.065181
870.8,-0.860088,-0.003230,3.755271,46.65,0,26.67,10000000000.00,29.10,9.879717,-7.373779,1,870970,14.52,25.0,25.0,0.0,-1.0,50.00,2.505937,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253496,0.065181
870.9,-0.862140,-0.003238,3.755433,46.65,0,26.57,10000000000.00,29.11,9.879717,-7.373803,1,871070,14.52,25.0,25.0,0.0,-1.0,50.00,2.505913,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253520,0.065181
871,-0.864192,-0.003245,3.755433,46.65,0,26.75,10000000000.00,29.19,9.879717,-7.373827,1,871170,14.52,25.0,25.0,0.0,-1.0,50.00,2.505889,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253544,0.065182
871.1,-0.866244,-0.003253,3.755271,46.65,0,26.54,10000000000.00,29.10,9.879717,-7.373852,1,871270,14.52,25.0,25.0,0.0,-1.0,50.00,2.505865,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253568,0.065182
871.2,-0.359448,-0.001352,3.759960,46.65,0,26.62,10000000000.00,29.22,9.879717,-7.373866,1,871370,14.52,25.0,25.0,0.0,-1.0,50.00,2.505851,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253582,0.065182
871.3,-0.457935,-0.001721,3.759151,46.65,0,26.55,10000000000.00,29.04,9.879717,-7.373878,1,871470,14.52,25.0,25.0,0.0,-1.0,50.00,2.505839,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253594,0.065182
871.4,-0.447676,-0.001683,3.759475,46.65,0,26.60,10000000000.00,29.12,9.879717,-7.373890,1,871570,14.53,25.0,25.0,0.0,-1.0,50.00,2.505826,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253607,0.065182
871.5,-0.443572,-0.001668,3.759475,46.65,0,26.67,10000000000.00,29.04,9.879717,-7.373903,1,871670,14.53,25.0,25.0,0.0,-1.0,50.00,2.505814,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253619,0.065182
871.6,-0.449728,-0.001691,3.759475,46.65,0,26.68,10000000000.00,29.03,9.879717,-7.373915,1,871770,14.53,25.0,25.0,0.0,-1.0,50.00,2.505801,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253632,0.065182
871.7,-0.451779,-0.001698,3.759313,46.65,0,26.56,10000000000.00,29.04,9.879717,-7.373928,1,871870,14.53,25.0,25.0,0.0,-1.0,50.00,2.505789,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253644,0.065182
871.8,-0.449728,-0.001691,3.759313,46.65,0,26.58,10000000000.00,29.06,9.879717,-7.373940,1,871970,14.53,25.0,25.0,0.0,-1.0,50.00,2.505776,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253657,0.065182
871.9,-0.447676,-0.001683,3.759475,46.65,0,26.56,10000000000.00,29.13,9.879717,-7.373953,1,872070,14.53,25.0,25.0,0.0,-1.0,50.00,2.505764,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253669,0.065182
872,-0.447676,-0.001683,3.759475,46.65,0,26.52,10000000000.00,29.00,9.879717,-7.373965,1,872170,14.54,25.0,25.0,0.0,-1.0,50.00,2.505752,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253682,0.065182
872.1,-0.447676,-0.001683,3.759475,46.64,0,26.64,10000000000.00,29.00,9.879717,-7.373977,1,872270,14.54,25.0,25.0,0.0,-1.0,50.00,2.505739,0.039546,-0.025636,0.013910,1,5.4209,0.0213,5.3719,0.0198,17.253694,0.065182
872.2,-1.219154,-0.004574,3.752038,46.64,0,26.61,10000000000.00,29.03,9.879717,-7.374005,1,872370,14.54,25.0,25.0,0.0,-1.0,50.00,2.505712,0.039546,-0.025636,0.013909,1,5.4209,0.0213,5.3719,0.0198,17.253721,0.065182
872.3,-1.075527,-0.004037,3.753170,46.64,0,26.70,10000000000.00,29.12,9.879717,-7.374036,1,872470,14.54,25.0,25.0,0.0,-1.0,50.00,2.505681,0.039546,-0.025637,0.013909,1,5.4209,0.0213,5.3719,0.0198,17.253753,0.065182
872.4,-1.096045,-0.004113,3.753008,46.64,0,26.42,10000000000.00,29.10,9.879717,-7.374066,1,872570,14.54,25.0,25.0,0.0,-1.0,50.00,2.505650,0.039546,-0.025637,0.013909,1,5.4209,0.0213,5.3719,0.0198,17.253783,0.065182
872.5,-1.100149,-0.004129,3.752846,46.64,0,26.61,10000000000.00,29.08,9.879717,-7.374097,1,872670,14.54,25.0,25.0,0.0,-1.0,50.00,2.505620,0.039546,-0.025637,0.013909,1,5.4209,0.0213,5.3719,0.0198,17.253813,0.065183
872.6,-1.098097,-0.004121,3.752846,46.64,0,26.50,10000000000.00,29.07,9.879717,-7.374127,1,872770,14.55,25.0,25.0,0.0,-1.0,50.00,2.505589,0.039546,-0.025637,0.013909,1,5.4209,0.0213,5.3719,0.0198,17.253844,0.065183
872.7,-1.104253,-0.004144,3.752846,46.64,0,26.66,10000000000.00,29.01,9.879717,-7.374158,1,872870,14.55,25.0,25.0,0.0,-1.0,50.00,2.505559,0.039546,-0.025637,0.013909,1,5.4209,0.0213,5.3719,0.0198,17.253875,0.065183
872.8,-1.104253,-0.004144,3.752846,46.64,0,26.65,10000000000.00,28.98,9.879717,-7.374189,1,872970,14.55,25.0,25.0,0.0,-1.0,50.00,2.505528,0.039546,-0.025637,0.013909,1,5.4209,0.0213,5.3719,0.0198,17.253905,0.065183
872.9,-1.106304,-0.004152,3.752685,46.64,0,26.70,10000000000.00,29.03,9.879717,-7.374219,1,873070,14.55,25.0,25.0,0.0,-1.0,50.00,2.505497,0.039546,-0.025637,0.013909,1,5.4209,0.0213,5.3719,0.0198,17.253936,0.065183
873,-1.112460,-0.004175,3.752685,46.64,0,26.56,10000000000.00,28.99,9.879717,-7.374250,1,873170,14.55,25.0,25.0,0.0,-1.0,50.00,2.505466,0.039546,-0.025637,0.013909,1,5.4209,0.0213,5.3719,0.0198,17.253967,0.065183
873.1,-1.112460,-0.004175,3.752685,46.64,0,26.67,10000000000.00,28.94,9.879717,-7.374281,1,873270,14.55,25.0,25.0,0.0,-1.0,50.00,2.505435,0.039546,-0.025637,0.013908,1,5.4209,0.0213,5.3719,0.0198,17.253998,0.065183
873.2,-1.643877,-0.006160,3.747350,46.64,0,26.58,10000000000.00,28.97,9.879717,-7.374322,1,873370,14.56,25.0,25.0,0.0,-1.0,50.00,2.505394,0.039546,-0.025638,0.013908,1,5.4209,0.0213,5.3719,0.0198,17.254039,0.065183
873.3,-1.549494,-0.005808,3.748158,46.64,0,26.59,10000000000.00,28.84,9.879717,-7.374366,1,873470,14.56,25.0,25.0,0.0,-1.0,50.00,2.505350,0.039546,-0.025638,0.013908,1,5.4209,0.0213,5.3719,0.0198,17.254083,0.065184
873.4,-1.565908,-0.005869,3.747996,46.64,0,26.62,10000000000.00,28.93,9.879717,-7.374410,1,873570,14.56,25.0,25.0,0.0,-1.0,50.00,2.505307,0.039546,-0.025638,0.013908,1,5.4209,0.0213,5.3719,0.0198,17.254126,0.065184
873.5,-1.570012,-0.005884,3.747834,46.64,0,26.75,10000000000.00,28.84,9.879717,-7.374453,1,873670,14.56,25.0,25.0,0.0,-1.0,50.00,2.505264,0.039546,-0.025638,0.013908,1,5.4209,0.0213,5.3719,0.0198,17.254170,0.065184
873.6,-1.574116,-0.005900,3.747834,46.64,0,26.52,10000000000.00,28.87,9.879717,-7.374497,1,873770,14.56,25.0,25.0,0.0,-1.0,50.00,2.505220,0.039546,-0.025638,0.013908,1,5.4209,0.0213,5.3719,0.0198,17.254213,0.065184
873.7,-1.576167,-0.005907,3.747673,46.63,0,26.61,10000000000.00,28.87,9.879717,-7.374541,1,873870,14.56,25.0,25.0,0.0,-1.0,50.00,2.505176,0.039546,-0.025638,0.013907,1,5.4209,0.0213,5.3719,0.0198,17.254257,0.065184
873.8,-1.582323,-0.005930,3.747511,46.63,0,26.54,10000000000.00,28.77,9.879717,-7.374584,1,873970,14.57,25.0,25.0,0.0,-1.0,50.00,2.505132,0.039546,-0.025639,0.013907,1,5.4209,0.0213,5.3719,0.0198,17.254301,0.065184
873.9,-1.588478,-0.005953,3.747350,46.63,0,26.53,10000000000.00,28.74,9.879717,-7.374629,1,874070,14.57,25.0,25.0,0.0,-1.0,50.00,2.505088,0.039546,-0.025639,0.013907,1,5.4209,0.0213,5.3719,0.0198,17.254345,0.065185
874,-1.590530,-0.005960,3.747350,46.63,0,26.51,10000000000.00,28.73,9.879717,-7.374673,1,874170,14.57,25.0,25.0,0.0,-1.0,50.00,2.505044,0.039546,-0.025639,0.013907,1,5.4209,0.0213,5.3719,0.0198,17.254389,0.065185
874.1,-1.592582,-0.005968,3.747188,46.63,0,26.57,10000000000.00,28.79,9.879717,-7.374717,1,874270,14.57,25.0,25.0,0.0,-1.0,50.00,2.505000,0.039546,-0.025639,0.013907,1,5.4209,0.0213,5.3719,0.0198,17.254434,0.065185
874.2,-1.325847,-0.004972,3.749936,46.63,0,26.57,10000000000.00,28.80,9.879717,-7.374756,1,874370,14.57,25.0,25.0,0.0,-1.0,50.00,2.504961,0.039546,-0.025639,0.013907,1,5.4209,0.0213,5.3719,0.0198,17.254473,0.065185
874.3,-1.383298,-0.005186,3.749290,46.63,0,26.56,10000000000.00,28.72,9.879717,-7.374794,1,874470,14.57,25.0,25.0,0.0,-1.0,50.00,2.504923,0.039546,-0.025639,0.013906,1,5.4209,0.0213,5.3719,0.0198,17.254511,0.065185
874.4,-1.379194,-0.005171,3.749128,46.63,0,26.61,10000000000.00,28.81,9.879717,-7.374832,1,874570,14.58,25.0,25.0,0.0,-1.0,50.00,2.504884,0.039546,-0.025639,0.013906,1,5.4209,0.0213,5.3719,0.0198,17.254549,0.065185
874.5,-1.381246,-0.005179,3.749290,46.63,0,26.64,10000000000.00,28.80,9.879717,-7.374871,1,874670,14.58,25.0,25.0,0.0,-1.0,50.00,2.504846,0.039546,-0.025640,0.013906,1,5.4209,0.0213,5.3719,0.0198,17.254587,0.065185
874.6,-1.387401,-0.005202,3.749128,46.63,0,26.65,10000000000.00,28.72,9.879717,-7.374909,1,874770,14.58,25.0,25.0,0.0,-1.0,50.00,2.504807,0.039546,-0.025640,0.013906,1,5.4209,0.0213,5.3719,0.0198,17.254626,0.065186
874.7,-1.389453,-0.005209,3.749128,46.63,0,26.66,10000000000.00,28.76,9.879717,-7.374948,1,874870,14.58,25.0,25.0,0.0,-1.0,50.00,2.504769,0.039546,-0.025640,0.013906,1,5.4209,0.0213,5.3719,0.0198,17.254664,0.065186
874.8,-1.393557,-0.005225,3.749128,46.63,0,26.70,10000000000.00,28.81,9.879717,-7.374986,1,874970,14.58,25.0,25.0,0.0,-1.0,50.00,2.504730,0.039546,-0.025640,0.013906,1,5.4209,0.0213,5.3719,0.0198,17.254703,0.065186
874.9,-1.397660,-0.005240,3.748966,46.63,0,26.66,10000000000.00,28.81,9.879717,-7.375025,1,875070,14.58,25.0,25.0,0.0,-1.0,50.00,2.504691,0.039546,-0.025640,0.013906,1,5.4209,0.0213,5.3719,0.0198,17.254742,0.065186
875,-1.397660,-0.005240,3.748966,46.62,0,26.52,10000000000.00,28.75,9.879717,-7.375064,1,875170,14.59,25.0,25.0,0.0,-1.0,50.00,2.504653,0.039546,-0.025640,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.254781,0.065186
875.1,-1.401764,-0.005255,3.748966,46.62,0,26.58,10000000000.00,28.66,9.879717,-7.375103,1,875270,14.59,25.0,25.0,0.0,-1.0,50.00,2.504614,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.254820,0.065186
875.2,-0.581043,-0.002183,3.756565,46.62,0,26.64,10000000000.00,28.70,9.879717,-7.375126,1,875370,14.59,25.1,25.0,0.0,-1.0,50.00,2.504591,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.254843,0.065186
875.3,-0.736980,-0.002768,3.755433,46.62,0,26.55,10000000000.00,28.65,9.879717,-7.375145,1,875470,14.59,25.1,25.0,0.0,-1.0,50.00,2.504571,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.254862,0.065187
875.4,-0.718514,-0.002698,3.755433,46.62,0,26.47,10000000000.00,28.68,9.879717,-7.375165,1,875570,14.59,25.1,25.0,0.0,-1.0,50.00,2.504551,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.254882,0.065187
875.5,-0.716462,-0.002691,3.755595,46.62,0,26.66,10000000000.00,28.67,9.879717,-7.375185,1,875670,14.59,25.1,25.0,0.0,-1.0,50.00,2.504531,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.254902,0.065187
875.6,-0.720566,-0.002706,3.755595,46.62,0,26.51,10000000000.00,28.67,9.879717,-7.375205,1,875770,14.60,25.1,25.0,0.0,-1.0,50.00,2.504511,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.254922,0.065187
875.7,-0.722617,-0.002714,3.755433,46.62,0,26.55,10000000000.00,28.66,9.879717,-7.375225,1,875870,14.60,25.1,25.0,0.0,-1.0,50.00,2.504491,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.254942,0.065187
875.8,-0.724669,-0.002721,3.755433,46.62,0,26.66,10000000000.00,28.70,9.879717,-7.375245,1,875970,14.60,25.1,25.0,0.0,-1.0,50.00,2.504471,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.254962,0.065187
875.9,-0.722617,-0.002714,3.755756,46.62,0,26.68,10000000000.00,28.67,9.879717,-7.375265,1,876070,14.60,25.1,25.0,0.0,-1.0,50.00,2.504451,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.254982,0.065187
876,-0.726721,-0.002729,3.755595,46.62,0,26.51,10000000000.00,28.60,9.879717,-7.375286,1,876170,14.60,25.1,25.0,0.0,-1.0,50.00,2.504431,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.255002,0.065187
876.1,-0.726721,-0.002729,3.755433,46.62,0,26.49,10000000000.00,28.68,9.879717,-7.375306,1,876270,14.60,25.1,25.0,0.0,-1.0,50.00,2.504411,0.039546,-0.025641,0.013905,1,5.4209,0.0213,5.3719,0.0198,17.255022,0.065187
876.2,-1.561805,-0.005853,3.747673,46.62,0,26.58,10000000000.00,28.52,9.879717,-7.375342,1,876370,14.61,25.0,25.0,0.0,-1.0,50.00,2.504375,0.039546,-0.025641,0.013904,1,5.4209,0.0213,5.3719,0.0198,17.255059,0.065187
876.3,-1.405868,-0.005270,3.748805,46.62,0,26.52,10000000000.00,28.57,9.879717,-7.375382,1,876470,14.61,25.0,25.0,0.0,-1.0,50.00,2.504334,0.039546,-0.025642,0.013904,1,5.4209,0.0213,5.3719,0.0198,17.255099,0.065187
876.4,-1.430489,-0.005362,3.748643,46.62,0,26.43,10000000000.00,28.61,9.879717,-7.375422,1,876570,14.61,25.0,25.0,0.0,-1.0,50.00,2.504295,0.039546,-0.025642,0.013904,1,5.4209,0.0213,5.3719,0.0198,17.255139,0.065188
876.5,-1.434593,-0.005378,3.748481,46.62,0,26.64,10000000000.00,28.48,9.879717,-7.375462,1,876670,14.61,25.0,25.0,0.0,-1.0,50.00,2.504255,0.039546,-0.025642,0.013904,1,5.4209,0.0213,5.3719,0.0198,17.255178,0.065188
876.6,-1.438697,-0.005393,3.748481,46.62,0,26.44,10000000000.00,28.51,9.879717,-7.375502,1,876770,14.61,25.0,25.0,0.0,-1.0,50.00,2.504215,0.039546,-0.025642,0.013904,1,5.4209,0.0213,5.3719,0.0198,17.255218,0.065188
876.7,-1.442800,-0.005408,3.748319,46.62,0,26.68,10000000000.00,28.54,9.879717,-7.375542,1,876870,14.61,25.0,25.0,0.0,-1.0,50.00,2.504175,0.039546,-0.025642,0.013904,1,5.4209,0.0213,5.3719,0.0198,17.255258,0.065188
876.8,-1.442800,-0.005408,3.748158,46.62,0,26.58,10000000000.00,28.50,9.879717,-7.375582,1,876970,14.62,25.0,25.0,0.0,-1.0,50.00,2.504135,0.039546,-0.025642,0.013904,1,5.4209,0.0213,5.3719,0.0198,17.255298,0.065188
876.9,-1.448956,-0.005431,3.748158,46.61,0,26.53,10000000000.00,28.51,9.879717,-7.375622,1,877070,14.62,25.0,25.0,0.0,-1.0,50.00,2.504095,0.039546,-0.025642,0.013903,1,5.4209,0.0213,5.3719,0.0198,17.255338,0.065188
877,-1.451007,-0.005439,3.748158,46.61,0,26.61,10000000000.00,28.53,9.879717,-7.375662,1,877170,14.62,25.0,25.0,0.0,-1.0,50.00,2.504055,0.039546,-0.025643,0.013903,1,5.4209,0.0213,5.3719,0.0198,17.255379,0.065188
877.1,-1.455111,-0.005454,3.747996,46.61,0,26.54,10000000000.00,28.50,9.879717,-7.375702,1,877270,14.62,25.0,25.0,0.0,-1.0,50.00,2.504014,0.039546,-0.025643,0.013903,1,5.4209,0.0213,5.3719,0.0198,17.255419,0.065189
877.2,-1.457163,-0.005461,3.747996,46.61,0,26.54,10000000000.00,28.52,9.879717,-7.375743,1,877370,14.62,25.0,25.0,0.0,-1.0,50.00,2.503974,0.039546,-0.025643,0.013903,1,5.4209,0.0213,5.3719,0.0198,17.255459,0.065189
